Age,Gender,Weight_kg,Height_cm,BMI,Sleep_hrs,Activity_Level,Water_Intake_L,Protein_g,Carbs_g,Fat_g,Fitness_Goal,Calories_kcal,Estimated_Maintenance_Calories,Caloric_Surplus_or_Deficit
51,Female,72.6,166.6,26.16,6.6,Moderate,2.22,87,377,69,Maintenance,2475,2094.4375,380.5625
51,Male,62.7,167.0,22.48,7.4,Sedentary,2.29,100,266,54,Muscle Gain,1955,1704.9,250.1000000000001
48,Male,79.3,170.7,27.19,7.8,Sedentary,2.74,127,322,66,Muscle Gain,2393,1949.85,443.1500000000001
18,Female,42.0,163.8,15.66,7.9,Moderate,2.93,50,218,40,Maintenance,1433,1848.7625,-415.7625000000001
28,Female,66.6,153.0,28.44,7.8,Moderate,2.72,80,346,63,Maintenance,2270,2047.9375,222.0625
52,Female,59.5,172.0,20.13,8.0,Moderate,3.19,71,215,43,Weight Loss,1530,1935.95,-405.9500000000001
61,Female,65.8,168.1,23.31,7.1,Sedentary,2.85,79,247,48,Maintenance,1738,1491.15,246.8500000000001
47,Female,56.0,164.0,20.82,8.3,Active,1.86,67,372,65,Maintenance,2342,2051.025,290.9749999999999
22,Male,93.8,175.7,30.39,5.6,Sedentary,2.75,113,352,69,Maintenance,2477,2317.35,159.6500000000001
39,Female,58.7,166.7,21.11,5.2,Moderate,2.51,94,338,64,Muscle Gain,2302,1972.95625,329.04375000000005
51,Female,60.1,154.8,25.1,6.2,Moderate,2.71,96,345,65,Muscle Gain,2351,1786.375,564.625
25,Male,77.4,179.6,23.99,8.9,Moderate,2.74,124,427,82,Muscle Gain,2939,2753.5750000000003,185.42499999999973
29,Female,49.7,166.2,18.0,6.8,Moderate,2.42,60,165,33,Weight Loss,1196,1906.1125,-710.1125
50,Female,66.5,165.9,24.16,7.5,Sedentary,2.2,106,279,57,Muscle Gain,2055,1549.05,505.9500000000001
31,Male,85.7,184.2,25.25,7.9,Moderate,2.7,103,445,81,Maintenance,2921,2880.2875,40.71250000000009
45,Male,71.1,177.2,22.65,6.5,Moderate,2.96,85,369,67,Maintenance,2424,2477.675,-53.67500000000018
60,Female,68.1,161.9,25.99,6.3,Active,2.09,109,481,87,Muscle Gain,3146,2124.984375,1021.015625
34,Male,84.4,172.8,28.26,4.9,Moderate,2.98,101,438,80,Maintenance,2879,2726.4500000000003,152.54999999999973
40,Male,65.7,179.8,20.31,7.7,Sedentary,2.79,79,152,34,Weight Loss,1233,1902.9,-669.8999999999999
30,Female,71.4,161.2,27.49,7.3,Moderate,2.5,86,277,54,Weight Loss,1936,2186.275,-250.2750000000001
48,Male,55.9,174.3,18.41,8.4,Moderate,1.98,67,290,53,Maintenance,1907,2190.7312500000003,-283.7312500000003
63,Female,66.0,155.0,27.47,8.4,Active,3.12,106,468,85,Muscle Gain,3057,1988.49375,1068.50625
31,Male,76.0,183.2,22.66,5.4,Moderate,2.38,91,395,72,Maintenance,2593,2720.25,-127.25
29,Male,86.2,186.5,24.79,8.5,Active,2.47,138,594,108,Muscle Gain,3904,3256.1531250000003,647.8468749999997
45,Male,80.9,166.0,29.35,7.5,Moderate,2.35,129,444,85,Muscle Gain,3057,2521.0750000000003,535.9249999999997
48,Female,71.1,153.4,30.22,8.3,Sedentary,2.64,85,267,52,Maintenance,1878,1522.5,355.5
31,Male,72.2,162.1,27.49,7.3,Active,2.55,87,479,84,Maintenance,3020,2734.3406250000003,285.6593749999997
50,Female,56.9,165.4,20.81,5.7,Moderate,2.23,68,296,54,Maintenance,1941,1847.2125,93.78749999999992
19,Female,54.9,167.6,19.53,6.4,Sedentary,2.84,66,206,40,Maintenance,1448,1608.6,-160.5999999999999
23,Female,65.8,156.9,26.74,7.4,Sedentary,2.17,79,247,48,Maintenance,1737,1635.15,101.85000000000014
25,Male,59.2,169.8,20.53,6.4,Moderate,3.06,71,214,42,Weight Loss,1518,2376.5375,-858.5374999999999
24,Male,80.8,166.9,29.01,4.6,Moderate,2.67,97,420,77,Maintenance,2754,2690.99375,63.00624999999991
27,Female,65.7,170.6,22.56,7.7,Moderate,2.43,79,341,62,Maintenance,2239,2212.2375,26.762499999999815
35,Female,60.7,170.3,20.93,8.5,Sedentary,2.54,73,134,31,Weight Loss,1103,1602.45,-499.4500000000001
53,Female,68.0,158.8,26.97,7.4,Moderate,2.99,82,353,64,Maintenance,2318,1932.075,385.925
54,Female,68.1,153.9,28.75,5.9,Moderate,2.64,82,354,64,Maintenance,2321,1878.40625,442.59375
41,Male,66.3,167.5,23.64,6.0,Active,2.69,80,346,63,Weight Loss,2271,2604.534375,-333.5343750000002
46,Male,81.5,174.8,26.67,6.1,Moderate,3.03,98,329,63,Weight Loss,2278,2607.875,-329.875
20,Female,61.8,167.4,22.04,8.0,Active,2.26,74,316,58,Weight Loss,2082,2420.6062500000003,-338.6062500000003
22,Male,70.6,179.0,22.04,6.6,Active,2.86,113,497,90,Muscle Gain,3252,2966.5687500000004,285.43124999999964
54,Male,82.1,173.6,27.23,5.6,Active,1.92,99,545,95,Maintenance,3432,2830.7250000000004,601.2749999999996
62,Female,51.4,165.0,18.87,6.3,Sedentary,2.88,82,228,46,Muscle Gain,1656,1289.1,366.9000000000001
60,Male,83.8,178.7,26.23,6.0,Sedentary,2.64,134,337,70,Muscle Gain,2513,1991.85,521.1500000000001
48,Female,62.5,157.3,25.26,6.3,Sedentary,2.32,75,141,32,Weight Loss,1150,1448.55,-298.54999999999995
58,Female,60.0,168.1,21.23,5.8,Sedentary,2.53,72,225,44,Maintenance,1584,1439.55,144.45000000000005
51,Male,71.9,163.1,27.03,6.7,Sedentary,3.0,86,270,53,Maintenance,1899,1786.05,112.95000000000005
61,Female,51.4,161.0,19.82,6.5,Moderate,3.19,62,267,49,Maintenance,1752,1634.0875,117.91249999999992
54,Female,64.9,154.2,27.29,5.8,Moderate,2.28,104,367,70,Muscle Gain,2513,1831.7125,681.2874999999999
21,Male,67.5,166.4,24.37,6.2,Active,2.32,81,448,78,Maintenance,2821,2785.875,35.125
42,Male,82.8,180.3,25.47,6.8,Moderate,2.1,99,336,65,Weight Loss,2323,2712.30625,-389.3062500000001
55,Female,64.9,161.7,24.84,5.7,Moderate,2.42,78,337,62,Maintenance,2214,1896.61875,317.3812499999999
57,Male,63.4,166.9,22.75,7.5,Moderate,2.12,76,329,60,Maintenance,2160,2165.5437500000003,-5.543750000000273
57,Female,69.9,168.2,24.71,6.9,Active,2.16,84,370,67,Weight Loss,2423,2249.83125,173.16874999999982
22,Male,46.7,179.6,14.48,6.7,Moderate,2.9,56,149,30,Weight Loss,1093,2300.975,-1207.975
40,Female,63.3,150.9,27.79,5.8,Sedentary,2.8,101,268,55,Muscle Gain,1971,1458.15,512.8500000000001
52,Female,63.7,160.2,24.83,6.5,Moderate,2.61,76,237,46,Weight Loss,1674,1886.7375,-212.73749999999995
47,Male,59.6,174.8,19.52,8.3,Moderate,2.51,72,216,43,Weight Loss,1533,2260.675,-727.6750000000002
51,Female,78.6,155.1,32.65,5.5,Sedentary,2.77,94,295,58,Maintenance,2074,1607.25,466.75
60,Male,72.1,184.7,21.13,7.3,Moderate,2.8,86,374,68,Maintenance,2458,2449.58125,8.418749999999818
18,Female,80.0,153.7,33.83,7.1,Moderate,2.4,96,322,62,Weight Loss,2226,2339.9187500000003,-113.91875000000029
32,Male,79.4,166.8,28.56,7.4,Moderate,3.2,95,319,61,Weight Loss,2209,2606.3250000000003,-397.3250000000003
28,Female,56.6,154.7,23.64,6.9,Moderate,2.95,91,328,62,Muscle Gain,2230,1909.40625,320.59375
19,Female,44.7,158.1,17.88,7.7,Moderate,2.84,54,232,42,Maintenance,1524,1827.64375,-303.64374999999995
49,Female,60.2,166.6,21.69,6.5,Active,2.71,72,306,56,Weight Loss,2016,2134.25625,-118.25624999999992
25,Female,60.8,173.7,20.15,7.5,Sedentary,2.42,73,228,45,Maintenance,1605,1689.15,-84.14999999999986
46,Male,66.5,171.7,22.58,6.4,Sedentary,2.35,80,156,35,Weight Loss,1256,1815.75,-559.75
33,Female,55.6,159.2,21.93,8.5,Moderate,3.27,89,323,61,Muscle Gain,2195,1898.75,296.25
56,Female,73.8,164.0,27.44,6.8,Moderate,1.64,118,410,78,Muscle Gain,2815,2049.1,765.9000000000001
47,Female,70.0,159.0,27.66,5.8,Sedentary,1.4,84,262,51,Maintenance,1847,1557.3,289.70000000000005
59,Male,60.2,181.6,18.26,7.4,Moderate,2.85,96,345,65,Muscle Gain,2353,2242.85,110.15000000000008
40,Female,57.8,163.7,21.56,7.2,Sedentary,1.86,69,217,42,Maintenance,1526,1488.15,37.850000000000136
48,Female,65.8,166.7,23.69,8.3,Moderate,2.49,79,248,48,Weight Loss,1745,2013.25625,-268.25625000000014
27,Female,60.5,156.6,24.67,7.3,Moderate,2.45,73,221,43,Weight Loss,1563,1996.0125,-433.0125000000001
53,Male,74.8,174.4,24.6,8.9,Active,1.89,90,403,73,Weight Loss,2626,2722.05,-96.05000000000018
62,Female,54.8,162.7,20.72,7.9,Moderate,2.88,88,319,60,Muscle Gain,2170,1695.50625,474.4937499999999
59,Male,78.2,177.5,24.83,7.6,Moderate,2.32,94,313,60,Weight Loss,2168,2482.13125,-314.1312499999999
30,Male,88.1,174.5,28.91,7.2,Moderate,2.05,141,478,92,Muscle Gain,3303,2831.26875,471.7312499999998
26,Male,69.6,171.4,23.69,9.1,Moderate,2.89,84,362,66,Maintenance,2374,2545.4875,-171.48750000000018
22,Male,64.7,168.5,22.79,7.8,Moderate,3.09,78,336,61,Maintenance,2207,2472.44375,-265.4437499999999
61,Female,52.7,161.5,20.22,5.4,Sedentary,2.8,63,198,39,Maintenance,1392,1284.45,107.54999999999995
44,Female,57.3,158.4,22.8,7.5,Moderate,2.97,69,297,54,Maintenance,1952,1832.1,119.89999999999986
39,Male,75.8,179.1,23.65,6.3,Active,2.28,91,410,74,Weight Loss,2670,2910.721875,-240.72187500000015
61,Male,82.6,162.6,31.27,6.4,Moderate,1.75,99,335,64,Weight Loss,2318,2390.4875,-72.48750000000018
60,Male,83.8,179.2,26.1,8.5,Sedentary,2.61,101,221,48,Weight Loss,1713,1995.6,-282.5999999999999
53,Female,64.2,175.9,20.76,6.7,Moderate,2.19,77,334,61,Maintenance,2190,2038.83125,151.16875000000005
54,Male,76.1,179.3,23.65,8.1,Moderate,3.15,122,421,80,Muscle Gain,2893,2505.76875,387.2312499999998
44,Male,78.1,171.0,26.72,6.3,Moderate,2.66,94,312,60,Weight Loss,2164,2533.8625,-369.8625000000002
33,Female,65.1,157.7,26.16,6.7,Active,2.64,78,432,76,Maintenance,2719,2260.828125,458.171875
23,Male,76.1,169.4,26.5,5.4,Active,2.66,91,505,88,Maintenance,3180,2949.3187500000004,230.68124999999964
60,Female,58.6,164.3,21.73,7.8,Sedentary,1.87,70,126,29,Weight Loss,1048,1382.25,-334.25
48,Female,71.6,165.2,26.23,5.4,Moderate,2.07,86,372,68,Maintenance,2441,2088.625,352.375
63,Male,86.7,173.3,28.84,7.3,Moderate,2.8,104,356,68,Weight Loss,2455,2542.19375,-87.19374999999991
54,Male,74.5,176.8,23.82,7.5,Active,2.72,89,494,86,Maintenance,3113,2734.125,378.875
32,Male,68.7,184.7,20.15,6.5,Moderate,2.78,82,357,65,Maintenance,2344,2613.88125,-269.8812499999999
54,Female,71.4,164.1,26.52,6.3,Active,2.37,114,502,91,Muscle Gain,3285,2257.378125,1027.6218749999998
51,Male,83.5,185.3,24.32,6.3,Sedentary,2.12,100,219,47,Weight Loss,1705,2091.75,-386.75
48,Female,48.8,162.6,18.44,6.1,Moderate,2.21,59,253,46,Maintenance,1662,1710.0375,-48.037500000000136
52,Male,97.2,179.5,30.18,6.7,Moderate,2.36,117,505,92,Maintenance,3315,2850.25625,464.7437500000001
57,Male,60.1,181.6,18.21,6.9,Sedentary,3.84,72,225,44,Maintenance,1586,1747.2,-161.20000000000005
50,Male,65.3,175.3,21.26,9.8,Moderate,2.82,78,339,62,Maintenance,2228,2330.61875,-102.61875000000008
22,Female,62.6,161.3,24.07,6.4,Sedentary,2.28,75,141,32,Weight Loss,1153,1635.75,-482.75
19,Female,60.4,159.4,23.75,7.3,Sedentary,2.84,72,226,44,Maintenance,1593,1613.1,-20.09999999999991
36,Female,51.1,162.7,19.28,8.0,Moderate,3.41,61,265,48,Maintenance,1742,1839.65625,-97.65625
28,Male,73.4,165.5,26.79,7.0,Moderate,2.28,88,381,70,Maintenance,2503,2531.7312500000003,-28.731250000000276
32,Male,78.6,176.2,25.29,8.5,Moderate,3.34,94,314,61,Weight Loss,2179,2684.9875,-505.9875000000002
35,Female,76.9,172.9,25.72,7.8,Moderate,2.44,92,306,59,Weight Loss,2122,2346.11875,-224.1187500000001
28,Female,52.7,152.3,22.72,6.6,Moderate,1.97,84,309,58,Muscle Gain,2097,1825.70625,271.29375000000005
23,Female,66.5,163.7,24.79,6.7,Active,3.78,80,348,63,Weight Loss,2279,2435.915625,-156.9156250000001
56,Female,68.8,158.8,27.3,8.7,Moderate,1.81,83,264,51,Weight Loss,1847,1921.225,-74.22500000000014
54,Male,53.6,162.5,20.31,8.0,Moderate,2.83,64,278,51,Maintenance,1828,1994.26875,-166.26874999999995
33,Female,59.0,159.0,23.36,7.2,Active,3.44,71,392,69,Maintenance,2467,2169.61875,297.3812499999999
34,Female,72.8,166.1,26.42,7.8,Moderate,1.81,117,405,77,Muscle Gain,2784,2224.44375,559.5562500000001
37,Male,80.8,176.5,25.95,5.6,Moderate,2.75,97,326,63,Weight Loss,2257,2683.24375,-426.2437500000001
48,Female,58.5,176.3,18.82,4.6,Active,2.78,70,388,68,Maintenance,2446,2218.134375,227.8656249999999
50,Female,54.2,163.6,20.24,7.9,Sedentary,1.89,65,109,26,Weight Loss,931,1384.2,-453.2000000000001
60,Female,60.9,167.4,21.76,6.9,Sedentary,1.96,98,260,53,Muscle Gain,1909,1433.1,475.9000000000001
62,Male,80.7,164.8,29.72,5.5,Moderate,2.05,97,326,63,Weight Loss,2253,2374.6,-121.59999999999992
48,Male,60.6,170.5,20.85,8.1,Sedentary,2.26,97,259,53,Muscle Gain,1901,1723.95,177.04999999999995
20,Female,72.2,155.1,30.03,9.1,Active,1.99,87,386,70,Weight Loss,2519,2467.396875,51.60312500000009
21,Female,77.8,158.4,31.01,6.2,Sedentary,2.67,93,292,57,Maintenance,2054,1802.4,251.6000000000001
61,Female,61.6,162.5,23.32,5.1,Moderate,2.44,74,320,58,Maintenance,2100,1806.71875,293.28125
64,Male,65.2,169.2,22.79,7.6,Moderate,2.45,104,369,70,Muscle Gain,2525,2161.475,363.5250000000001
42,Female,64.9,160.1,25.33,5.1,Active,1.9,78,337,61,Weight Loss,2213,2205.628125,7.371874999999818
22,Male,62.8,171.5,21.37,6.7,Sedentary,2.11,101,267,54,Muscle Gain,1958,1913.85,44.15000000000009
47,Female,59.4,152.1,25.67,8.1,Active,2.51,71,394,69,Maintenance,2483,1981.378125,501.6218749999998
42,Female,47.2,174.5,15.49,6.9,Active,2.53,75,350,63,Muscle Gain,2272,2055.553125,216.4468750000001
48,Female,51.3,152.3,22.1,6.6,Moderate,1.86,62,266,49,Maintenance,1749,1649.00625,99.99374999999986
34,Male,97.6,161.8,37.31,5.5,Moderate,2.27,117,507,92,Maintenance,3330,2824.4875,505.5124999999998
45,Male,67.8,174.8,22.2,5.8,Moderate,2.24,81,258,50,Weight Loss,1812,2403.275,-591.2750000000001
60,Male,76.0,177.8,24.04,7.7,Moderate,2.6,91,301,58,Weight Loss,2093,2443.1875,-350.1875
51,Male,61.7,172.9,20.63,6.9,Moderate,3.39,74,227,45,Weight Loss,1603,2243.81875,-640.8187499999999
61,Male,78.7,168.3,27.76,5.6,Active,1.8,94,428,77,Weight Loss,2788,2654.5593750000003,133.44062499999973
57,Female,76.7,160.3,29.85,6.3,Moderate,2.73,123,424,81,Muscle Gain,2917,2050.45625,866.5437499999998
57,Male,79.3,176.7,25.4,7.1,Sedentary,2.69,95,204,44,Weight Loss,1595,1940.85,-345.8499999999999
46,Female,61.3,170.6,21.07,5.6,Active,2.71,98,439,80,Muscle Gain,2863,2222.2312500000003,640.7687499999997
22,Male,85.0,160.1,33.18,6.5,Sedentary,2.78,102,319,62,Maintenance,2245,2094.75,150.25
47,Female,59.6,163.3,22.34,7.7,Sedentary,2.07,72,130,30,Weight Loss,1073,1464.75,-391.75
29,Male,88.9,177.0,28.36,7.3,Active,2.93,107,590,103,Maintenance,3715,3200.30625,514.6937499999999
38,Male,67.1,177.3,21.33,7.4,Sedentary,2.63,107,281,58,Muscle Gain,2070,1912.95,157.05000000000018
25,Male,92.7,176.6,29.74,7.4,Sedentary,3.18,111,254,54,Weight Loss,1948,2292.9,-344.9000000000001
37,Male,76.3,175.5,24.76,6.9,Moderate,2.54,92,302,58,Weight Loss,2101,2603.80625,-502.8062500000001
42,Male,76.8,179.5,23.86,6.8,Moderate,2.12,92,399,73,Maintenance,2620,2611.55625,8.443749999999909
58,Female,76.4,174.5,25.06,6.3,Active,2.32,122,533,97,Muscle Gain,3492,2421.253125,1070.7468749999998
44,Male,90.3,184.2,26.62,7.5,Moderate,2.01,108,469,86,Maintenance,3080,2850.8375,229.1624999999999
37,Male,85.4,170.8,29.27,7.9,Active,1.93,102,567,99,Maintenance,3569,3004.0875,564.9124999999999
39,Male,78.5,158.5,31.23,6.4,Sedentary,2.61,94,201,44,Weight Loss,1572,1902.75,-330.75
23,Male,77.9,176.6,24.98,7.4,Moderate,2.5,94,311,60,Weight Loss,2158,2747.7625000000003,-589.7625000000003
47,Male,80.1,166.3,28.97,8.2,Active,1.97,96,438,79,Weight Loss,2847,2777.8968750000004,69.10312499999964
40,Male,83.5,178.3,26.26,6.2,Moderate,3.59,134,456,87,Muscle Gain,3146,2719.28125,426.71875
36,Male,67.2,177.9,21.22,5.7,Active,3.34,81,446,78,Maintenance,2809,2775.3093750000003,33.69062499999973
41,Female,61.2,156.5,24.99,5.8,Sedentary,3.03,73,229,45,Maintenance,1615,1468.95,146.04999999999995
54,Male,84.9,160.9,32.79,6.0,Moderate,2.78,136,463,89,Muscle Gain,3194,2463.9187500000003,730.0812499999997
26,Male,61.1,166.5,22.05,8.0,Moderate,2.7,73,224,44,Weight Loss,1584,2366.26875,-782.2687500000002
63,Female,61.8,168.0,21.9,9.2,Active,2.44,74,410,72,Maintenance,2582,2056.2000000000003,525.7999999999997
22,Male,83.4,168.9,29.21,8.1,Active,3.34,133,576,105,Muscle Gain,3785,3078.478125,706.5218749999999
64,Female,54.5,154.2,22.92,7.3,Moderate,2.86,65,283,52,Maintenance,1857,1593.0125,263.98749999999995
20,Male,73.7,170.6,25.32,7.2,Sedentary,2.81,118,303,62,Muscle Gain,2246,2049.9,196.0999999999999
24,Male,60.3,174.8,19.75,5.9,Moderate,2.19,72,313,57,Maintenance,2058,2449.775,-391.7750000000001
28,Male,75.2,183.0,22.46,7.7,Moderate,3.03,120,417,80,Muscle Gain,2865,2729.1625,135.8375000000001
40,Female,57.8,159.8,22.64,6.7,Moderate,3.25,69,207,41,Weight Loss,1472,1884.4125,-412.41250000000014
45,Male,70.7,172.8,23.67,8.7,Sedentary,3.7,113,293,60,Muscle Gain,2167,1880.4,286.60000000000014
24,Female,62.2,162.6,23.52,6.8,Moderate,3.07,99,354,67,Muscle Gain,2421,2103.7375,317.2624999999998
43,Female,67.3,172.1,22.72,7.1,Moderate,3.01,81,256,50,Weight Loss,1796,2127.56875,-331.5687499999999
35,Male,86.5,168.3,30.56,7.0,Moderate,2.25,138,471,90,Muscle Gain,3251,2707.65625,543.34375
60,Female,45.8,167.2,16.37,8.9,Sedentary,2.61,55,78,20,Weight Loss,708,1250.4,-542.3999999999999
25,Male,77.1,170.5,26.5,7.3,Moderate,2.48,92,306,59,Weight Loss,2128,2660.76875,-532.7687500000002
31,Male,61.2,181.5,18.59,8.3,Moderate,2.3,73,318,58,Maintenance,2088,2474.38125,-386.3812499999999
22,Male,85.7,164.6,31.64,7.3,Moderate,2.0,103,351,67,Weight Loss,2422,2760.1625,-338.1624999999999
19,Male,64.2,175.7,20.79,7.2,Sedentary,2.44,77,241,47,Maintenance,1695,1980.15,-285.14999999999986
42,Male,76.7,159.2,30.29,8.3,Active,2.52,92,416,75,Weight Loss,2708,2685.8250000000003,22.174999999999727
30,Male,72.9,179.4,22.63,6.0,Moderate,2.86,117,406,77,Muscle Gain,2785,2643.1375000000003,141.86249999999973
59,Female,74.1,168.5,26.11,6.8,Moderate,2.52,89,385,70,Maintenance,2528,2074.09375,453.90625
28,Male,70.7,173.8,23.41,7.7,Sedentary,2.08,85,265,52,Maintenance,1867,1989.9,-122.89999999999986
56,Female,62.5,162.4,23.7,6.3,Moderate,2.58,75,325,59,Maintenance,2132,1858.45,273.54999999999995
55,Male,79.2,178.3,24.93,6.9,Moderate,2.1,127,436,83,Muscle Gain,3002,2536.38125,465.6187500000001
19,Male,77.3,177.2,24.62,6.9,Sedentary,2.61,93,196,43,Weight Loss,1540,2148.6,-608.5999999999999
57,Female,70.0,151.6,30.48,7.6,Moderate,3.23,112,392,75,Muscle Gain,2688,1862.325,825.675
18,Female,62.6,168.4,22.06,5.7,Active,3.05,75,415,73,Maintenance,2615,2462.4375,152.5625
23,Male,85.8,175.3,27.94,6.6,Sedentary,2.83,137,344,71,Muscle Gain,2566,2212.35,353.6500000000001
20,Female,59.8,156.4,24.45,5.5,Active,2.65,72,303,56,Weight Loss,2000,2267.5125000000003,-267.5125000000003
42,Male,88.1,187.8,24.98,6.9,Moderate,2.56,106,458,83,Maintenance,3005,2867.1125,137.88749999999982
25,Female,69.4,164.5,25.61,7.6,Moderate,2.8,83,360,66,Maintenance,2365,2225.99375,139.0062499999999
62,Female,52.8,164.6,19.49,7.7,Moderate,1.96,84,309,58,Muscle Gain,2099,1682.9125,416.0874999999999
40,Female,55.6,154.4,23.33,7.1,Moderate,2.73,67,289,53,Maintenance,1897,1798.0,99.0
34,Female,68.5,163.6,25.6,5.8,Moderate,2.8,82,356,65,Maintenance,2337,2133.5750000000003,203.42499999999973
44,Female,68.8,152.6,29.52,5.1,Active,2.63,83,363,66,Weight Loss,2374,2174.7937500000003,199.20624999999973
61,Female,77.3,164.8,28.44,5.3,Moderate,2.46,124,427,82,Muscle Gain,2936,2072.35,863.6500000000001
50,Male,96.5,192.4,26.07,6.5,Sedentary,2.71,116,268,57,Weight Loss,2047,2307.0,-260.0
63,Female,58.6,166.3,21.19,6.9,Sedentary,2.86,94,253,51,Muscle Gain,1847,1379.25,467.75
56,Female,59.5,161.1,22.94,7.3,Active,2.85,71,395,69,Maintenance,2488,2002.509375,485.4906249999999
24,Male,76.3,183.7,22.59,6.8,Moderate,2.19,92,396,72,Maintenance,2600,2783.99375,-183.9937500000001
51,Male,72.2,168.8,25.34,7.9,Moderate,2.72,115,402,77,Muscle Gain,2761,2366.85,394.1500000000001
32,Male,76.8,165.4,28.07,7.9,Moderate,2.61,92,305,59,Weight Loss,2120,2552.4625,-432.4625000000001
18,Female,48.9,156.8,19.88,8.6,Moderate,2.08,59,160,32,Weight Loss,1166,1887.9,-721.9000000000001
35,Male,73.8,180.5,22.64,6.3,Active,3.0,89,490,86,Maintenance,3084,2925.815625,158.18437499999982
36,Male,70.8,168.6,24.91,6.1,Moderate,2.78,113,396,75,Muscle Gain,2716,2459.4625,256.5374999999999
50,Male,71.2,170.3,24.55,6.8,Moderate,2.05,85,370,67,Maintenance,2428,2373.63125,54.36875000000009
41,Male,76.9,172.8,25.76,7.2,Sedentary,3.18,92,288,56,Maintenance,2030,1978.8,51.200000000000045
20,Male,76.3,177.4,24.26,6.4,Sedentary,1.89,122,312,64,Muscle Gain,2316,2132.1,183.9000000000001
39,Female,56.1,163.5,21.0,9.2,Moderate,2.88,67,198,39,Weight Loss,1413,1901.65625,-488.65625
45,Female,63.5,157.4,25.63,5.3,Sedentary,2.04,76,238,47,Maintenance,1676,1479.3,196.70000000000005
63,Male,58.8,182.2,17.71,7.2,Moderate,2.53,71,305,56,Maintenance,2004,2195.9625,-191.9625000000001
21,Female,62.5,170.9,21.39,5.1,Moderate,2.46,75,231,45,Weight Loss,1632,2212.0437500000003,-580.0437500000003
64,Female,54.5,156.3,22.33,8.2,Sedentary,2.18,65,205,40,Maintenance,1440,1249.05,190.95000000000005
21,Male,77.7,184.0,22.93,8.5,Sedentary,2.02,124,316,65,Muscle Gain,2351,2192.4,158.5999999999999
22,Male,64.1,163.7,23.92,7.8,Moderate,2.05,77,239,47,Weight Loss,1686,2416.64375,-730.6437500000002
63,Male,61.2,167.9,21.68,8.5,Sedentary,2.31,73,229,45,Maintenance,1615,1621.65,-6.649999999999864
37,Female,70.9,160.0,27.71,7.9,Active,2.08,85,471,82,Maintenance,2964,2351.175,612.8249999999998
45,Female,55.1,157.6,22.2,9.2,Moderate,2.03,66,286,52,Maintenance,1879,1782.5,96.5
36,Male,65.2,182.7,19.52,7.6,Moderate,3.2,78,245,48,Weight Loss,1722,2509.25625,-787.2562499999999
34,Female,70.0,166.4,25.26,8.5,Moderate,2.25,84,363,66,Maintenance,2386,2183.9500000000003,202.04999999999973
39,Male,71.0,169.7,24.65,7.4,Moderate,2.64,85,275,53,Weight Loss,1921,2449.96875,-528.96875
50,Male,85.3,178.2,26.86,7.5,Active,1.97,102,472,85,Weight Loss,3064,2970.01875,93.98124999999982
39,Male,80.7,175.8,26.11,6.1,Moderate,2.26,97,325,63,Weight Loss,2252,2659.4125,-407.4124999999999
20,Male,80.9,168.2,28.62,9.1,Moderate,1.64,130,444,85,Muscle Gain,3060,2736.1375000000003,323.8624999999997
53,Female,54.7,165.6,19.95,6.4,Moderate,2.25,66,284,52,Maintenance,1866,1791.8,74.20000000000005
44,Female,55.1,165.7,20.06,5.7,Moderate,2.89,88,320,61,Muscle Gain,2179,1868.71875,310.28125
48,Male,83.6,166.3,30.23,6.5,Moderate,3.65,134,457,88,Muscle Gain,3151,2542.58125,608.4187499999998
59,Female,78.6,147.8,36.01,5.5,Active,1.82,94,522,91,Maintenance,3287,2162.71875,1124.28125
55,Male,75.8,175.1,24.71,6.2,Sedentary,2.42,121,310,64,Muscle Gain,2301,1898.85,402.1500000000001
61,Male,77.9,180.1,24.02,6.6,Moderate,2.43,125,430,82,Muscle Gain,2957,2487.1687500000003,469.8312499999997
